Year,Date,Home Team,Away Team,Home Score,Away Score,Shootout,Tournament,City,Country,Neutral Venue,Winning Team,first_shooter,Losing Team
1924,1924-10-26,Uruguay,Paraguay,3.0,1.0,False,Copa América,Montevideo,Uruguay,False,Uruguay,,Paraguay
1924,1924-11-01,Chile,Paraguay,1.0,3.0,False,Copa América,Montevideo,Uruguay,True,Paraguay,,Chile
1924,1924-11-02,Uruguay,Argentina,0.0,0.0,False,Copa América,Montevideo,Uruguay,False,Draw,,Draw
1925,1925-11-29,Argentina,Paraguay,2.0,0.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Paraguay
1925,1925-12-06,Brazil,Paraguay,5.0,2.0,False,Copa América,Buenos Aires,Argentina,True,Brazil,,Paraguay
1925,1925-12-13,Argentina,Brazil,4.0,1.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Brazil
1925,1925-12-17,Brazil,Paraguay,3.0,1.0,False,Copa América,Buenos Aires,Argentina,True,Brazil,,Paraguay
1925,1925-12-20,Argentina,Paraguay,3.0,1.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Paraguay
1925,1925-12-25,Argentina,Brazil,2.0,2.0,False,Copa América,Buenos Aires,Argentina,False,Draw,,Draw
1926,1926-10-12,Chile,Bolivia,7.0,1.0,False,Copa América,Santiago,Chile,False,Chile,,Bolivia
1926,1926-10-16,Argentina,Bolivia,5.0,0.0,False,Copa América,Santiago,Chile,True,Argentina,,Bolivia
1926,1926-10-17,Chile,Uruguay,1.0,3.0,False,Copa América,Santiago,Chile,False,Uruguay,,Chile
1926,1926-10-20,Argentina,Paraguay,8.0,0.0,False,Copa América,Santiago,Chile,True,Argentina,,Paraguay
1926,1926-10-23,Bolivia,Paraguay,1.0,6.0,False,Copa América,Santiago,Chile,True,Paraguay,,Bolivia
1926,1926-10-24,Argentina,Uruguay,0.0,2.0,False,Copa América,Santiago,Chile,True,Uruguay,,Argentina
1926,1926-10-28,Bolivia,Uruguay,0.0,6.0,False,Copa América,Santiago,Chile,True,Uruguay,,Bolivia
1926,1926-10-31,Chile,Argentina,1.0,1.0,False,Copa América,Santiago,Chile,False,Draw,,Draw
1926,1926-11-01,Paraguay,Uruguay,1.0,6.0,False,Copa América,Santiago,Chile,True,Uruguay,,Paraguay
1926,1926-11-03,Chile,Paraguay,5.0,1.0,False,Copa América,Santiago,Chile,False,Chile,,Paraguay
1927,1927-10-30,Argentina,Bolivia,7.0,1.0,False,Copa América,Lima,Peru,True,Argentina,,Bolivia
1927,1927-11-01,Peru,Uruguay,0.0,4.0,False,Copa América,Lima,Peru,False,Uruguay,,Peru
1927,1927-11-06,Bolivia,Uruguay,0.0,9.0,False,Copa América,Lima,Peru,True,Uruguay,,Bolivia
1927,1927-11-13,Peru,Bolivia,3.0,2.0,False,Copa América,Lima,Peru,False,Peru,,Bolivia
1927,1927-11-20,Argentina,Uruguay,3.0,2.0,False,Copa América,Lima,Peru,True,Argentina,,Uruguay
1927,1927-11-27,Peru,Argentina,1.0,5.0,False,Copa América,Lima,Peru,False,Argentina,,Peru
1929,1929-11-01,Paraguay,Uruguay,3.0,0.0,False,Copa América,Buenos Aires,Argentina,True,Paraguay,,Uruguay
1929,1929-11-03,Argentina,Peru,3.0,0.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Peru
1929,1929-11-10,Argentina,Paraguay,4.0,1.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Paraguay
1929,1929-11-11,Peru,Uruguay,1.0,4.0,False,Copa América,Buenos Aires,Argentina,True,Uruguay,,Peru
1929,1929-11-16,Paraguay,Peru,5.0,0.0,False,Copa América,Avellaneda,Argentina,True,Paraguay,,Peru
1929,1929-11-17,Argentina,Uruguay,2.0,0.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Uruguay
1935,1935-01-06,Argentina,Chile,4.0,1.0,False,Copa América,Lima,Peru,True,Argentina,,Chile
1935,1935-01-13,Peru,Uruguay,0.0,1.0,False,Copa América,Lima,Peru,False,Uruguay,,Peru
1935,1935-01-18,Chile,Uruguay,1.0,2.0,False,Copa América,Lima,Peru,True,Uruguay,,Chile
1935,1935-01-20,Peru,Argentina,1.0,4.0,False,Copa América,Lima,Peru,False,Argentina,,Peru
1935,1935-01-26,Peru,Chile,1.0,0.0,False,Copa América,Lima,Peru,False,Peru,,Chile
1935,1935-01-27,Argentina,Uruguay,0.0,3.0,False,Copa América,Lima,Peru,True,Uruguay,,Argentina
1936,1936-12-27,Brazil,Peru,3.0,2.0,False,Copa América,Buenos Aires,Argentina,True,Brazil,,Peru
1936,1936-12-30,Argentina,Chile,2.0,1.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Chile
1937,1937-01-02,Paraguay,Uruguay,4.0,2.0,False,Copa América,Buenos Aires,Argentina,True,Paraguay,,Uruguay
1937,1937-01-03,Brazil,Chile,6.0,4.0,False,Copa América,Buenos Aires,Argentina,True,Brazil,,Chile
1937,1937-01-06,Peru,Uruguay,2.0,4.0,False,Copa América,Buenos Aires,Argentina,True,Uruguay,,Peru
1937,1937-01-09,Argentina,Paraguay,6.0,1.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Paraguay
1937,1937-01-10,Chile,Uruguay,3.0,0.0,False,Copa América,Buenos Aires,Argentina,True,Chile,,Uruguay
1937,1937-01-13,Brazil,Paraguay,5.0,0.0,False,Copa América,Buenos Aires,Argentina,True,Brazil,,Paraguay
1937,1937-01-16,Argentina,Peru,1.0,0.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Peru
1937,1937-01-17,Chile,Paraguay,2.0,3.0,False,Copa América,Buenos Aires,Argentina,True,Paraguay,,Chile
1937,1937-01-19,Brazil,Uruguay,3.0,2.0,False,Copa América,Buenos Aires,Argentina,True,Brazil,,Uruguay
1937,1937-01-21,Chile,Peru,2.0,2.0,False,Copa América,Buenos Aires,Argentina,True,Draw,,Draw
1937,1937-01-23,Argentina,Uruguay,2.0,3.0,False,Copa América,Buenos Aires,Argentina,False,Uruguay,,Argentina
1937,1937-01-24,Paraguay,Peru,0.0,1.0,False,Copa América,Buenos Aires,Argentina,True,Peru,,Paraguay
1937,1937-01-30,Argentina,Brazil,1.0,0.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Brazil
1937,1937-02-01,Argentina,Brazil,2.0,0.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Brazil
1939,1939-01-15,Chile,Paraguay,1.0,5.0,False,Copa América,Lima,Peru,True,Paraguay,,Chile
1939,1939-01-15,Peru,Ecuador,5.0,2.0,False,Copa América,Lima,Peru,False,Peru,,Ecuador
1939,1939-01-22,Ecuador,Uruguay,0.0,6.0,False,Copa América,Lima,Peru,True,Uruguay,,Ecuador
1939,1939-01-22,Peru,Chile,3.0,1.0,False,Copa América,Lima,Peru,False,Peru,,Chile
1939,1939-01-29,Chile,Uruguay,2.0,3.0,False,Copa América,Lima,Peru,True,Uruguay,,Chile
1939,1939-01-29,Peru,Paraguay,3.0,0.0,False,Copa América,Lima,Peru,False,Peru,,Paraguay
1939,1939-02-05,Chile,Ecuador,4.0,1.0,False,Copa América,Lima,Peru,True,Chile,,Ecuador
1939,1939-02-05,Paraguay,Uruguay,1.0,3.0,False,Copa América,Lima,Peru,True,Uruguay,,Paraguay
1939,1939-02-12,Ecuador,Paraguay,1.0,3.0,False,Copa América,Lima,Peru,True,Paraguay,,Ecuador
1939,1939-02-12,Peru,Uruguay,2.0,1.0,False,Copa América,Lima,Peru,False,Peru,,Uruguay
1941,1941-02-02,Chile,Ecuador,5.0,0.0,False,Copa América,Santiago,Chile,False,Chile,,Ecuador
1941,1941-02-09,Chile,Peru,1.0,0.0,False,Copa América,Santiago,Chile,False,Chile,,Peru
1941,1941-02-09,Ecuador,Uruguay,0.0,6.0,False,Copa América,Santiago,Chile,True,Uruguay,,Ecuador
1941,1941-02-12,Argentina,Peru,2.0,1.0,False,Copa América,Santiago,Chile,True,Argentina,,Peru
1941,1941-02-16,Argentina,Ecuador,6.0,1.0,False,Copa América,Santiago,Chile,True,Argentina,,Ecuador
1941,1941-02-16,Chile,Uruguay,0.0,2.0,False,Copa América,Santiago,Chile,False,Uruguay,,Chile
1941,1941-02-23,Argentina,Uruguay,1.0,0.0,False,Copa América,Santiago,Chile,True,Argentina,,Uruguay
1941,1941-02-23,Ecuador,Peru,0.0,4.0,False,Copa América,Santiago,Chile,True,Peru,,Ecuador
1941,1941-02-26,Peru,Uruguay,0.0,2.0,False,Copa América,Santiago,Chile,True,Uruguay,,Peru
1941,1941-03-04,Chile,Argentina,0.0,1.0,False,Copa América,Santiago,Chile,False,Argentina,,Chile
1942,1942-01-10,Uruguay,Chile,6.0,1.0,False,Copa América,Montevideo,Uruguay,False,Uruguay,,Chile
1942,1942-01-11,Argentina,Paraguay,4.0,3.0,False,Copa América,Montevideo,Uruguay,True,Argentina,,Paraguay
1942,1942-01-14,Brazil,Chile,6.0,1.0,False,Copa América,Montevideo,Uruguay,True,Brazil,,Chile
1942,1942-01-17,Argentina,Brazil,2.0,1.0,False,Copa América,Montevideo,Uruguay,True,Argentina,,Brazil
1942,1942-01-18,Paraguay,Peru,1.0,1.0,False,Copa América,Montevideo,Uruguay,True,Draw,,Draw
1942,1942-01-18,Uruguay,Ecuador,7.0,0.0,False,Copa América,Montevideo,Uruguay,False,Uruguay,,Ecuador
1942,1942-01-21,Brazil,Peru,2.0,1.0,False,Copa América,Montevideo,Uruguay,True,Brazil,,Peru
1942,1942-01-22,Argentina,Ecuador,12.0,0.0,False,Copa América,Montevideo,Uruguay,True,Argentina,,Ecuador
1942,1942-01-22,Chile,Paraguay,0.0,2.0,False,Copa América,Montevideo,Uruguay,True,Paraguay,,Chile
1942,1942-01-24,Uruguay,Brazil,1.0,0.0,False,Copa América,Montevideo,Uruguay,False,Uruguay,,Brazil
1942,1942-01-25,Argentina,Peru,3.0,1.0,False,Copa América,Montevideo,Uruguay,True,Argentina,,Peru
1942,1942-01-25,Ecuador,Paraguay,1.0,3.0,False,Copa América,Montevideo,Uruguay,True,Paraguay,,Ecuador
1942,1942-01-28,Ecuador,Peru,1.0,2.0,False,Copa América,Montevideo,Uruguay,True,Peru,,Ecuador
1942,1942-01-28,Uruguay,Paraguay,3.0,1.0,False,Copa América,Montevideo,Uruguay,False,Uruguay,,Paraguay
1942,1942-01-31,Argentina,Chile,0.0,0.0,False,Copa América,Montevideo,Uruguay,True,Draw,,Draw
1942,1942-01-31,Brazil,Ecuador,5.0,1.0,False,Copa América,Montevideo,Uruguay,True,Brazil,,Ecuador
1942,1942-02-01,Uruguay,Peru,3.0,0.0,False,Copa América,Montevideo,Uruguay,False,Uruguay,,Peru
1942,1942-02-05,Brazil,Paraguay,1.0,1.0,False,Copa América,Montevideo,Uruguay,True,Draw,,Draw
1942,1942-02-05,Chile,Ecuador,2.0,1.0,False,Copa América,Montevideo,Uruguay,True,Chile,,Ecuador
1942,1942-02-07,Chile,Peru,0.0,0.0,False,Copa América,Montevideo,Uruguay,True,Draw,,Draw
1942,1942-02-07,Uruguay,Argentina,1.0,0.0,False,Copa América,Montevideo,Uruguay,False,Uruguay,,Argentina
1945,1945-01-14,Chile,Ecuador,6.0,3.0,False,Copa América,Santiago,Chile,False,Chile,,Ecuador
1945,1945-01-18,Argentina,Bolivia,4.0,0.0,False,Copa América,Santiago,Chile,True,Argentina,,Bolivia
1945,1945-01-21,Brazil,Colombia,3.0,0.0,False,Copa América,Santiago,Chile,True,Brazil,,Colombia
1945,1945-01-24,Chile,Bolivia,5.0,0.0,False,Copa América,Santiago,Chile,False,Chile,,Bolivia
1945,1945-01-24,Ecuador,Uruguay,1.0,5.0,False,Copa América,Santiago,Chile,True,Uruguay,,Ecuador
1945,1945-01-28,Bolivia,Brazil,0.0,2.0,False,Copa América,Santiago,Chile,True,Brazil,,Bolivia
1945,1945-01-28,Colombia,Uruguay,0.0,7.0,False,Copa América,Santiago,Chile,True,Uruguay,,Colombia
1945,1945-01-31,Argentina,Ecuador,4.0,2.0,False,Copa América,Santiago,Chile,True,Argentina,,Ecuador
1945,1945-01-31,Chile,Colombia,2.0,0.0,False,Copa América,Santiago,Chile,False,Chile,,Colombia
1945,1945-02-07,Argentina,Colombia,9.0,1.0,False,Copa América,Santiago,Chile,True,Argentina,,Colombia
1945,1945-02-07,Brazil,Uruguay,3.0,0.0,False,Copa América,Santiago,Chile,True,Brazil,,Uruguay
1945,1945-02-11,Bolivia,Ecuador,0.0,0.0,False,Copa América,Santiago,Chile,True,Draw,,Draw
1945,1945-02-11,Chile,Argentina,1.0,1.0,False,Copa América,Santiago,Chile,False,Draw,,Draw
1945,1945-02-15,Argentina,Brazil,3.0,1.0,False,Copa América,Santiago,Chile,True,Argentina,,Brazil
1945,1945-02-15,Bolivia,Uruguay,0.0,2.0,False,Copa América,Santiago,Chile,True,Uruguay,,Bolivia
1945,1945-02-18,Chile,Uruguay,1.0,0.0,False,Copa América,Santiago,Chile,False,Chile,,Uruguay
1945,1945-02-18,Colombia,Ecuador,3.0,1.0,False,Copa América,Santiago,Chile,True,Colombia,,Ecuador
1945,1945-02-21,Bolivia,Colombia,3.0,3.0,False,Copa América,Santiago,Chile,True,Draw,,Draw
1945,1945-02-21,Brazil,Ecuador,9.0,2.0,False,Copa América,Santiago,Chile,True,Brazil,,Ecuador
1945,1945-02-25,Argentina,Uruguay,1.0,0.0,False,Copa América,Santiago,Chile,True,Argentina,,Uruguay
1945,1945-02-28,Chile,Brazil,0.0,1.0,False,Copa América,Santiago,Chile,False,Brazil,,Chile
1946,1946-01-12,Argentina,Paraguay,2.0,0.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Paraguay
1946,1946-01-16,Bolivia,Brazil,0.0,3.0,False,Copa América,Buenos Aires,Argentina,True,Brazil,,Bolivia
1946,1946-01-16,Chile,Uruguay,0.0,1.0,False,Copa América,Buenos Aires,Argentina,True,Uruguay,,Chile
1946,1946-01-19,Argentina,Bolivia,7.0,1.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Bolivia
1946,1946-01-19,Chile,Paraguay,2.0,1.0,False,Copa América,Buenos Aires,Argentina,True,Chile,,Paraguay
1946,1946-01-23,Brazil,Uruguay,4.0,3.0,False,Copa América,Buenos Aires,Argentina,True,Brazil,,Uruguay
1946,1946-01-26,Argentina,Chile,3.0,1.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Chile
1946,1946-01-26,Bolivia,Paraguay,2.0,4.0,False,Copa América,Buenos Aires,Argentina,True,Paraguay,,Bolivia
1946,1946-01-29,Bolivia,Uruguay,0.0,5.0,False,Copa América,Avellaneda,Argentina,True,Uruguay,,Bolivia
1946,1946-01-29,Brazil,Paraguay,1.0,1.0,False,Copa América,Avellaneda,Argentina,True,Draw,,Draw
1946,1946-02-02,Argentina,Uruguay,3.0,1.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Uruguay
1946,1946-02-03,Brazil,Chile,5.0,1.0,False,Copa América,Buenos Aires,Argentina,True,Brazil,,Chile
1946,1946-02-08,Bolivia,Chile,1.0,4.0,False,Copa América,Buenos Aires,Argentina,True,Chile,,Bolivia
1946,1946-02-08,Paraguay,Uruguay,2.0,1.0,False,Copa América,Buenos Aires,Argentina,True,Paraguay,,Uruguay
1946,1946-02-10,Argentina,Brazil,2.0,0.0,False,Copa América,Buenos Aires,Argentina,False,Argentina,,Brazil
1947,1947-11-30,Ecuador,Bolivia,2.0,2.0,False,Copa América,Guayaquil,Ecuador,False,Draw,,Draw
1947,1947-12-02,Argentina,Paraguay,6.0,0.0,False,Copa América,Guayaquil,Ecuador,True,Argentina,,Paraguay
1947,1947-12-02,Colombia,Uruguay,0.0,2.0,False,Copa América,Guayaquil,Ecuador,True,Uruguay,,Colombia
1947,1947-12-04,Argentina,Bolivia,7.0,0.0,False,Copa América,Guayaquil,Ecuador,True,Argentina,,Bolivia
1947,1947-12-04,Ecuador,Colombia,0.0,0.0,False,Copa América,Guayaquil,Ecuador,False,Draw,,Draw
1947,1947-12-06,Chile,Uruguay,0.0,6.0,False,Copa América,Guayaquil,Ecuador,True,Uruguay,,Chile
1947,1947-12-06,Paraguay,Peru,2.0,2.0,False,Copa América,Guayaquil,Ecuador,True,Draw,,Draw
1947,1947-12-09,Bolivia,Uruguay,0.0,3.0,False,Copa América,Guayaquil,Ecuador,True,Uruguay,,Bolivia
1947,1947-12-09,Chile,Peru,2.0,1.0,False,Copa América,Guayaquil,Ecuador,True,Chile,,Peru
1947,1947-12-11,Argentina,Peru,3.0,2.0,False,Copa América,Guayaquil,Ecuador,True,Argentina,,Peru
1947,1947-12-11,Ecuador,Chile,0.0,3.0,False,Copa América,Guayaquil,Ecuador,False,Chile,,Ecuador
1947,1947-12-13,Bolivia,Colombia,0.0,0.0,False,Copa América,Guayaquil,Ecuador,True,Draw,,Draw
1947,1947-12-13,Paraguay,Uruguay,4.0,2.0,False,Copa América,Guayaquil,Ecuador,True,Paraguay,,Uruguay
1947,1947-12-16,Argentina,Chile,1.0,1.0,False,Copa América,Guayaquil,Ecuador,True,Draw,,Draw
1947,1947-12-16,Ecuador,Uruguay,1.0,6.0,False,Copa América,Guayaquil,Ecuador,False,Uruguay,,Ecuador
1947,1947-12-18,Argentina,Colombia,6.0,0.0,False,Copa América,Guayaquil,Ecuador,True,Argentina,,Colombia
1947,1947-12-18,Bolivia,Paraguay,1.0,3.0,False,Copa América,Guayaquil,Ecuador,True,Paraguay,,Bolivia
1947,1947-12-20,Colombia,Paraguay,0.0,2.0,False,Copa América,Guayaquil,Ecuador,True,Paraguay,,Colombia
1947,1947-12-20,Ecuador,Peru,0.0,0.0,False,Copa América,Guayaquil,Ecuador,False,Draw,,Draw
1947,1947-12-23,Chile,Paraguay,0.0,1.0,False,Copa América,Guayaquil,Ecuador,True,Paraguay,,Chile
1947,1947-12-23,Colombia,Peru,1.0,5.0,False,Copa América,Guayaquil,Ecuador,True,Peru,,Colombia
1947,1947-12-25,Ecuador,Argentina,0.0,2.0,False,Copa América,Guayaquil,Ecuador,False,Argentina,,Ecuador
1947,1947-12-25,Peru,Uruguay,0.0,1.0,False,Copa América,Guayaquil,Ecuador,True,Uruguay,,Peru
1947,1947-12-27,Bolivia,Peru,0.0,2.0,False,Copa América,Guayaquil,Ecuador,True,Peru,,Bolivia
1947,1947-12-28,Argentina,Uruguay,3.0,1.0,False,Copa América,Guayaquil,Ecuador,True,Argentina,,Uruguay
1947,1947-12-29,Chile,Colombia,4.0,1.0,False,Copa América,Guayaquil,Ecuador,True,Chile,,Colombia
1947,1947-12-29,Ecuador,Paraguay,0.0,4.0,False,Copa América,Guayaquil,Ecuador,False,Paraguay,,Ecuador
1947,1947-12-31,Bolivia,Chile,3.0,4.0,False,Copa América,Guayaquil,Ecuador,True,Chile,,Bolivia
1949,1949-04-03,Brazil,Ecuador,9.0,1.0,False,Copa América,Rio de Janeiro,Brazil,False,Brazil,,Ecuador
1949,1949-04-06,Bolivia,Chile,3.0,2.0,False,Copa América,São Paulo,Brazil,True,Bolivia,,Chile
1949,1949-04-06,Colombia,Paraguay,0.0,3.0,False,Copa América,São Paulo,Brazil,True,Paraguay,,Colombia
1949,1949-04-10,Brazil,Bolivia,10.0,1.0,False,Copa América,São Paulo,Brazil,False,Brazil,,Bolivia
1949,1949-04-10,Colombia,Peru,0.0,4.0,False,Copa América,Rio de Janeiro,Brazil,True,Peru,,Colombia
1949,1949-04-10,Ecuador,Paraguay,0.0,1.0,False,Copa América,Rio de Janeiro,Brazil,True,Paraguay,,Ecuador
1949,1949-04-13,Brazil,Chile,2.0,1.0,False,Copa América,São Paulo,Brazil,False,Brazil,,Chile
1949,1949-04-13,Ecuador,Uruguay,2.0,3.0,False,Copa América,Rio de Janeiro,Brazil,True,Uruguay,,Ecuador
1949,1949-04-13,Paraguay,Peru,3.0,1.0,False,Copa América,Rio de Janeiro,Brazil,True,Paraguay,,Peru
1949,1949-04-17,Bolivia,Uruguay,3.0,2.0,False,Copa América,Rio de Janeiro,Brazil,True,Bolivia,,Uruguay
1949,1949-04-17,Brazil,Colombia,5.0,0.0,False,Copa América,São Paulo,Brazil,False,Brazil,,Colombia
1949,1949-04-17,Chile,Ecuador,1.0,0.0,False,Copa América,São Paulo,Brazil,True,Chile,,Ecuador
1949,1949-04-20,Chile,Colombia,1.0,1.0,False,Copa América,Rio de Janeiro,Brazil,True,Draw,,Draw
1949,1949-04-20,Ecuador,Peru,0.0,4.0,False,Copa América,Rio de Janeiro,Brazil,True,Peru,,Ecuador
1949,1949-04-20,Paraguay,Uruguay,1.0,2.0,False,Copa América,São Paulo,Brazil,True,Uruguay,,Paraguay
1949,1949-04-24,Brazil,Peru,7.0,1.0,False,Copa América,Rio de Janeiro,Brazil,False,Brazil,,Peru
1949,1949-04-25,Bolivia,Ecuador,2.0,0.0,False,Copa América,São Paulo,Brazil,True,Bolivia,,Ecuador
1949,1949-04-25,Uruguay,Colombia,2.0,2.0,False,Copa América,São Paulo,Brazil,True,Draw,,Draw
1949,1949-04-27,Bolivia,Peru,0.0,3.0,False,Copa América,Santos,Brazil,True,Peru,,Bolivia
1949,1949-04-27,Chile,Paraguay,2.0,4.0,False,Copa América,São Paulo,Brazil,True,Paraguay,,Chile
1949,1949-04-30,Bolivia,Paraguay,0.0,7.0,False,Copa América,Rio de Janeiro,Brazil,True,Paraguay,,Bolivia
